Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,9000,1809,71,15915,2447.20,0.000%,393.27070,166.30,140.56,433.0
TOTAL,9000,1809,71,15915,2447.20,0.000%,393.27070,166.30,140.56,433.0
