Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,100,100,71,270,46.26,0.000%,93.72071,39.63,33.50,433.0
TOTAL,100,100,71,270,46.26,0.000%,93.72071,39.63,33.50,433.0
