Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,6000,1806,74,18069,2765.14,21.467%,264.74871,217.07,74.31,839.6
TOTAL,6000,1806,74,18069,2765.14,21.467%,264.74871,217.07,74.31,839.6
