Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,7000,5129,72,33937,5504.42,14.286%,139.31180,97.13,42.68,713.9
TOTAL,7000,5129,72,33937,5504.42,14.286%,139.31180,97.13,42.68,713.9
