Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,3000,2466,79,5777,1488.90,0.000%,410.73384,173.68,146.81,433.0
TOTAL,3000,2466,79,5777,1488.90,0.000%,410.73384,173.68,146.81,433.0
