Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,200,81,69,121,8.14,0.000%,185.01388,78.23,66.13,433.0
TOTAL,200,81,69,121,8.14,0.000%,185.01388,78.23,66.13,433.0
