Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,1000,630,78,1722,386.69,0.000%,471.92072,199.55,168.67,433.0
TOTAL,1000,630,78,1722,386.69,0.000%,471.92072,199.55,168.67,433.0
