Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,250,171,80,489,82.01,0.000%,223.41376,94.47,79.85,433.0
TOTAL,250,171,80,489,82.01,0.000%,223.41376,94.47,79.85,433.0
