Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,134,74,323,43.36,0.000%,300.75188,127.17,107.50,433.0
TOTAL,400,134,74,323,43.36,0.000%,300.75188,127.17,107.50,433.0
