Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,900,737,80,1882,368.00,0.000%,448.20717,189.53,160.20,433.0
TOTAL,900,737,80,1882,368.00,0.000%,448.20717,189.53,160.20,433.0
