Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,500,347,75,1033,145.27,0.000%,349.16201,147.64,124.80,433.0
TOTAL,500,347,75,1033,145.27,0.000%,349.16201,147.64,124.80,433.0
