Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,886,203,1243,460.75,0.000%,39.87241,16.86,14.25,433.0
TOTAL,50,886,203,1243,460.75,0.000%,39.87241,16.86,14.25,433.0
