Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,804,390,1956,462.69,0.000%,25.49720,10.78,9.11,433.0
TOTAL,50,804,390,1956,462.69,0.000%,25.49720,10.78,9.11,433.0
