Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,213,67,232,23.72,0.000%,201.61290,85.25,72.06,433.0
TOTAL,50,213,67,232,23.72,0.000%,201.61290,85.25,72.06,433.0
