Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,81,66,97,7.46,0.000%,462.96296,195.76,165.47,433.0
TOTAL,50,81,66,97,7.46,0.000%,462.96296,195.76,165.47,433.0
