Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,87,67,105,8.53,0.000%,442.47788,187.10,158.15,433.0
TOTAL,50,87,67,105,8.53,0.000%,442.47788,187.10,158.15,433.0
