Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,250,78,62,183,20.63,0.000%,203.25203,85.95,72.45,433.0
TOTAL,250,78,62,183,20.63,0.000%,203.25203,85.95,72.45,433.0
