Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,9000,5658,66,22538,5646.33,0.922%,204.30400,90.50,72.15,453.6
TOTAL,9000,5658,66,22538,5646.33,0.922%,204.30400,90.50,72.15,453.6
