Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,100,100,48,1132,151.58,0.000%,85.47009,36.14,30.30,433.0
TOTAL,100,100,48,1132,151.58,0.000%,85.47009,36.14,30.30,433.0
