Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,6000,1282,68,7347,1547.61,0.000%,495.00866,209.32,176.44,433.0
TOTAL,6000,1282,68,7347,1547.61,0.000%,495.00866,209.32,176.44,433.0
