Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,70000,7770,9,281490,10272.05,52.154%,248.46043,349.83,42.37,1441.8
TOTAL,70000,7770,9,281490,10272.05,52.154%,248.46043,349.83,42.37,1441.8
