Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,900,169,68,372,69.56,0.000%,741.96208,313.74,264.47,433.0
TOTAL,900,169,68,372,69.56,0.000%,741.96208,313.74,264.47,433.0
