Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,80000,8637,12,315426,13402.89,51.469%,253.23588,356.82,43.81,1442.9
TOTAL,80000,8637,12,315426,13402.89,51.469%,253.23588,356.82,43.81,1442.9
