Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,150,73,67,83,3.15,0.000%,133.92857,56.63,47.87,433.0
TOTAL,150,73,67,83,3.15,0.000%,133.92857,56.63,47.87,433.0
