Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,200,71,64,81,3.44,0.000%,185.70102,78.52,66.37,433.0
TOTAL,200,71,64,81,3.44,0.000%,185.70102,78.52,66.37,433.0
