Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,7000,2294,65,13257,2385.95,16.543%,271.06568,197.79,80.86,747.2
TOTAL,7000,2294,65,13257,2385.95,16.543%,271.06568,197.79,80.86,747.2
