Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,300,109,67,354,48.42,0.000%,306.12245,129.44,109.41,433.0
TOTAL,300,109,67,354,48.42,0.000%,306.12245,129.44,109.41,433.0
