Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,9000,13841,95,61229,10147.55,24.378%,138.76255,135.77,37.51,1001.9
TOTAL,9000,13841,95,61229,10147.55,24.378%,138.76255,135.77,37.51,1001.9
