Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,50,77,69,94,4.37,0.000%,47.43833,20.06,16.96,433.0
TOTAL,50,77,69,94,4.37,0.000%,47.43833,20.06,16.96,433.0
