Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,1000,640,71,1681,333.08,0.000%,542.29935,229.31,193.83,433.0
TOTAL,1000,640,71,1681,333.08,0.000%,542.29935,229.31,193.83,433.0
