Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,800,486,71,1382,299.15,0.000%,515.46392,217.96,184.24,433.0
TOTAL,800,486,71,1382,299.15,0.000%,515.46392,217.96,184.24,433.0
