Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5000,497,69,2286,354.45,0.020%,411.31951,174.08,146.99,433.4
TOTAL,5000,497,69,2286,354.45,0.020%,411.31951,174.08,146.99,433.4
