Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,2000,88902,352,811960,216297.69,63.200%,2.46283,4.58,0.32,1906.3
TOTAL,2000,88902,352,811960,216297.69,63.200%,2.46283,4.58,0.32,1906.3
