Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,600,6191,517,21847,3832.05,6.167%,26.84203,14.91,9.00,568.8
TOTAL,600,6191,517,21847,3832.05,6.167%,26.84203,14.91,9.00,568.8
