Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,300,2370,421,6446,1312.66,0.000%,45.72474,19.33,16.34,433.0
TOTAL,300,2370,421,6446,1312.66,0.000%,45.72474,19.33,16.34,433.0
