Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5000,55052,118,369650,88283.19,78.120%,13.52525,29.23,1.06,2212.6
TOTAL,5000,55052,118,369650,88283.19,78.120%,13.52525,29.23,1.06,2212.6
