Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,100,469,145,822,129.77,0.000%,68.58711,29.00,24.51,433.0
TOTAL,100,469,145,822,129.77,0.000%,68.58711,29.00,24.51,433.0
