Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,1000,25696,123,209223,41753.41,11.800%,4.77824,3.31,1.51,709.8
TOTAL,1000,25696,123,209223,41753.41,11.800%,4.77824,3.31,1.51,709.8
