Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,4000,22157,2013,63871,10230.21,78.650%,62.60075,136.60,4.78,2234.5
TOTAL,4000,22157,2013,63871,10230.21,78.650%,62.60075,136.60,4.78,2234.5
