Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,400,3039,116,6633,1730.83,0.000%,51.71299,21.87,18.48,433.0
TOTAL,400,3039,116,6633,1730.83,0.000%,51.71299,21.87,18.48,433.0
