Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,9000,28702,139,132215,19772.71,91.989%,68.06116,169.13,1.95,2544.6
TOTAL,9000,28702,139,132215,19772.71,91.989%,68.06116,169.13,1.95,2544.6
