Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,900,8239,314,21830,4377.09,0.333%,40.50770,17.43,14.43,440.6
TOTAL,900,8239,314,21830,4377.09,0.333%,40.50770,17.43,14.43,440.6
