Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,200,1448,132,4292,852.00,0.000%,44.18913,18.69,15.79,433.0
TOTAL,200,1448,132,4292,852.00,0.000%,44.18913,18.69,15.79,433.0
